-0.069649,-0.016393,0.0012601,6.9041e-05
-0.20726,0.0098444,0.00056756,1.0669e-05
-0.072225,-0.015648,0.0013313,5.7229e-05
-0.22957,0.038757,0.0012864,1.7312e-05
-0.28828,0.02513,0.00034014,-4.2611e-05
-0.29479,0.026836,0.00020558,-3.9357e-05
0.40385,-0.11086,0.0035503,0.0003502
0.36032,-0.16606,0.021413,-0.0013634
-0.15124,0.013675,-0.0009833,2.8944e-05
-0.29315,0.026494,0.00021447,-3.8052e-05
-0.17839,0.026424,-0.0010424,-5.8186e-05
-0.084811,0.031581,-0.0017055,-0.00010311
-0.25306,0.034068,0.00081463,-9.2377e-06
-0.088465,0.047546,0.00031287,-8.4021e-05
0.38967,-0.18361,0.025643,-0.0018731
-0.22079,0.034014,0.00017748,-6.1439e-05
0.060411,-0.007961,-0.0031981,0.00017037
-0.2907,0.026092,0.000203,-3.5068e-05
-0.26348,0.031516,0.00049219,-3.1612e-05
-0.2349,0.03874,0.0014549,4.0879e-05
-0.22525,0.013998,0.00025906,2.2167e-05
-0.20518,0.029945,-0.00065929,-8.7855e-05
-0.15042,0.011536,-0.00084229,4.0093e-05
-0.27221,0.030618,0.00050539,-2.566e-05
-0.058501,-0.03275,0.0048653,-0.00020651
-0.27766,0.029503,0.00039093,-3.2155e-05
-0.23177,0.02671,-0.00055418,-5.855e-05
1.0817,0.083826,-0.011002,-0.00074618
-0.19174,0.012513,-0.0003653,4.0239e-05
0.57436,-0.13843,0.0019686,0.00069269
-0.26399,0.020796,0.00033658,-2.1131e-05
-0.0090366,-0.028547,0.0016195,0.00010677
0.74405,-0.19688,0.0084895,0.00050857
-0.2454,0.032981,0.00042819,-4.0894e-05
-0.28221,0.029091,0.00040786,-2.8428e-05
-0.24194,0.029469,-9.9603e-05,-5.5709e-05
-0.25881,0.031475,0.00040285,-3.7882e-05
0.56656,-0.18018,0.012547,2.6989e-05
0.13342,-0.057977,0.0025941,0.00015788
-0.2776,0.026212,-3.0995e-05,-3.9694e-05
0.0068204,0.04077,-0.0018517,-0.00015556
-0.1648,0.011556,-0.00058301,3.5116e-05
-0.28799,0.026097,0.0001303,-3.4139e-05
1.0696,0.061529,-0.014213,-0.00074902
0.61129,-0.19001,0.013649,-9.4739e-05
-0.26245,0.022786,-5.1609e-05,-1.4178e-05
-0.19928,0.033631,-0.00014479,-7.2021e-05
0.78888,-0.15043,-0.0036141,0.0010507
